City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
145,Chuy,UY,2021-12-11 17:12:48,-33.6971,-53.4616,74.52,54,14,11.1
146,Ribeira Grande,PT,2021-12-11 17:12:49,38.5167,-28.7,66.6,82,40,18.41
147,Ulladulla,AU,2021-12-11 17:12:49,-35.35,150.4667,57.87,88,94,10.54
148,Pevek,RU,2021-12-11 17:12:49,69.7008,170.3133,-27.98,97,99,6.44
149,Olga,RU,2021-12-11 17:12:50,43.7444,135.2892,31.66,77,100,4.07
150,Tiksi,RU,2021-12-11 17:12:50,71.6872,128.8694,-14.66,98,99,5.28
151,Deep River,CA,2021-12-11 17:12:50,46.1001,-77.4995,35.35,100,100,8.16
152,Lashio,MM,2021-12-11 17:08:07,22.9333,97.75,57.79,98,2,1.3
153,Kaitangata,NZ,2021-12-11 17:12:51,-46.2817,169.8464,39.25,87,20,4.97
154,Saskylakh,RU,2021-12-11 17:09:46,71.9167,114.0833,-40.5,100,100,2.84
155,Brownsville,US,2021-12-11 17:11:14,25.9018,-97.4975,79.99,86,90,3.0
156,Salto,UY,2021-12-11 17:12:43,-31.3833,-57.9667,87.96,37,20,2.3
157,Verkhnyaya Inta,RU,2021-12-11 17:12:51,65.9811,60.3094,15.57,89,100,19.44
158,Zhezkazgan,KZ,2021-12-11 17:12:52,47.8043,67.7144,24.04,80,95,4.07
159,Gweru,ZW,2021-12-11 17:12:52,-19.45,29.8167,81.43,29,78,11.72
160,Kedrovyy,RU,2021-12-11 17:12:52,56.1667,91.8167,21.87,95,100,10.58
161,Agadir,MA,2021-12-11 17:12:53,30.4202,-9.5982,66.65,47,0,7.02
162,Freeport,US,2021-12-11 17:12:36,40.6576,-73.5832,62.17,86,90,18.99
163,Bethel,US,2021-12-11 17:12:53,41.3712,-73.414,58.1,92,90,3.0
164,Khandyga,RU,2021-12-11 17:12:53,62.6667,135.6,-27.9,100,97,2.68
165,Albany,US,2021-12-11 17:09:50,42.6001,-73.9662,54.18,93,100,1.99
166,Ejutla De Crespo,MX,2021-12-11 17:12:54,16.5667,-96.7333,72.55,45,44,1.81
167,Vila Velha,BR,2021-12-11 17:12:54,-20.3297,-40.2925,85.95,73,40,11.01
168,Kostino,RU,2021-12-11 17:12:54,58.9097,53.2691,-1.07,99,59,3.11
169,Saint George,US,2021-12-11 17:08:05,37.1041,-113.5841,39.67,51,1,1.01
170,Monte Alegre,BR,2021-12-11 17:12:55,-2.0078,-54.0692,88.47,57,73,6.89
171,Byron Bay,AU,2021-12-11 17:12:55,-28.65,153.6167,68.05,87,72,10.27
172,Zhaotong,CN,2021-12-11 17:12:56,27.3167,103.7167,34.57,98,100,8.01
173,New Norfolk,AU,2021-12-11 17:12:56,-42.7826,147.0587,49.71,64,77,1.61
174,Ancud,CL,2021-12-11 17:12:56,-41.8697,-73.8203,59.43,78,54,20.0
175,Ajaccio,FR,2021-12-11 17:11:46,42.0,8.9167,44.58,62,0,6.91
176,Rio Grande,BR,2021-12-11 17:12:57,-32.035,-52.0986,78.94,64,36,11.48
177,Carnarvon,AU,2021-12-11 17:12:57,-24.8667,113.6333,69.87,68,40,18.41
178,Codrington,AU,2021-12-11 17:12:58,-38.2667,141.9667,49.41,92,46,10.83
179,Margate,GB,2021-12-11 17:12:58,51.3813,1.3862,45.7,82,100,1.01
180,Severo-Kurilsk,RU,2021-12-11 17:12:58,50.6789,156.125,34.63,90,100,25.59
181,Lana,IT,2021-12-11 17:12:58,46.6124,11.1559,44.02,65,5,8.66
182,Rundu,NA,2021-12-11 17:12:59,-17.9333,19.7667,78.75,46,65,4.34
183,Coachella,US,2021-12-11 17:12:06,33.6803,-116.1739,63.19,37,1,3.44
184,Iqaluit,CA,2021-12-11 17:13:59,63.7506,-68.5145,-9.31,63,52,10.0
185,Flinders,AU,2021-12-11 17:14:00,-34.5833,150.8552,61.18,84,95,12.28
186,Hirara,JP,2021-12-11 17:14:00,24.8,125.2833,72.72,59,18,11.79
187,Nioro,GM,2021-12-11 17:14:00,13.35,-15.75,96.21,17,100,1.25
188,Kavaratti,IN,2021-12-11 17:14:01,10.5669,72.642,81.61,68,1,4.56
189,Gat,IL,2021-12-11 17:14:01,31.61,34.7642,67.41,43,5,3.98
190,Ilhabela,BR,2021-12-11 17:09:23,-23.7781,-45.3581,79.3,63,1,6.49
191,Mana,GF,2021-12-11 17:14:01,5.6592,-53.7767,83.55,71,88,10.25
192,Amapa,BR,2021-12-11 17:14:02,1.0,-52.0,82.08,89,90,3.69
193,Mansa,IN,2021-12-11 17:14:02,29.9833,75.3833,59.34,22,88,2.44
194,Neustadt,DE,2021-12-11 17:14:02,49.7117,12.0872,33.98,88,81,6.85
195,Douglas,US,2021-12-11 17:12:26,41.3,-96.167,35.51,69,1,3.0
196,Margherita,IN,2021-12-11 17:14:03,27.2833,95.6833,59.9,94,2,2.86
197,Adrar,MR,2021-12-11 17:14:03,20.5022,-10.0711,79.65,10,54,10.47
198,Karratha,AU,2021-12-11 17:14:04,-20.7377,116.8463,95.59,20,49,24.47
199,El Astillero,ES,2021-12-11 17:14:04,43.4009,-3.8205,56.01,98,90,13.8
200,Vestmannaeyjar,IS,2021-12-11 17:14:04,63.4427,-20.2734,43.79,87,90,23.02
201,Lavrentiya,RU,2021-12-11 17:14:05,65.5833,-171.0,-13.36,83,94,8.16
202,Kenai,US,2021-12-11 17:14:05,60.5544,-151.2583,14.14,68,40,9.22
203,Rawson,AR,2021-12-11 17:14:05,-43.3002,-65.1023,82.44,33,74,9.46
204,Yellowknife,CA,2021-12-11 17:14:06,62.456,-114.3525,-4.59,96,52,15.66
205,Kuytun,RU,2021-12-11 17:14:06,54.3419,101.5036,7.75,89,99,7.0
206,Paragominas,BR,2021-12-11 17:14:06,-2.9667,-47.4833,85.35,67,83,3.6
207,East London,ZA,2021-12-11 17:12:03,-33.0153,27.9116,71.1,90,92,7.14
208,Moron,AR,2021-12-11 17:14:07,-34.6534,-58.6198,89.02,45,23,3.0
209,Laukaa,RU,2021-12-11 17:14:07,58.7372,29.8453,30.04,94,100,9.84
210,Mollendo,PE,2021-12-11 17:14:07,-17.0231,-72.0147,71.37,74,94,10.42
211,Mount Gambier,AU,2021-12-11 17:14:08,-37.8333,140.7667,51.67,81,66,6.38
212,Luderitz,NA,2021-12-11 17:14:08,-26.6481,15.1594,67.37,68,0,16.55
213,Katsuura,JP,2021-12-11 17:14:08,35.1333,140.3,50.11,68,4,7.18
214,Severodvinsk,RU,2021-12-11 17:14:09,64.5635,39.8302,6.91,80,68,9.19
215,Gizo,SB,2021-12-11 17:14:09,-8.103,156.8419,83.62,80,100,16.06
216,Longkou,CN,2021-12-11 17:14:09,37.6508,120.3286,44.49,48,99,25.46
217,Tanggu,CN,2021-12-11 17:14:10,39.0211,117.6469,35.56,29,65,11.95
218,Pingliang,CN,2021-12-11 17:14:10,35.5392,106.6861,25.72,70,88,4.54
219,Axim,GH,2021-12-11 17:14:10,4.8699,-2.2405,82.87,72,80,9.42
220,Lompoc,US,2021-12-11 17:13:49,34.6391,-120.4579,60.57,68,1,8.05
221,Mount Isa,AU,2021-12-11 17:14:11,-20.7333,139.5,73.17,21,0,0.0
222,Sept-Iles,CA,2021-12-11 17:10:02,50.2001,-66.3821,19.06,80,84,4.0
223,Kiunga,PG,2021-12-11 17:14:11,-6.1219,141.2906,73.36,99,100,1.63
224,Clyde River,CA,2021-12-11 17:14:11,70.4692,-68.5914,-17.27,96,34,4.52
225,Lumphat,KH,2021-12-11 17:14:12,13.4878,106.9816,70.34,79,75,6.67
226,Ilo,PE,2021-12-11 17:14:12,-17.6394,-71.3375,72.46,64,0,13.8
227,Kota Belud,MY,2021-12-11 17:14:12,6.351,116.4305,75.06,90,99,1.7
228,Marystown,CA,2021-12-11 17:14:13,47.1666,-55.1483,39.85,100,100,15.14
229,Ahipara,NZ,2021-12-11 17:14:13,-35.1667,173.1667,67.75,96,100,6.71
230,Yatou,CN,2021-12-11 17:15:13,37.15,122.3833,43.23,69,86,11.36
231,Hofn,IS,2021-12-11 17:15:14,64.2539,-15.2082,42.71,83,70,21.61
232,Ketchikan,US,2021-12-11 17:15:14,55.3422,-131.6461,30.67,93,75,0.0
233,Port Hardy,CA,2021-12-11 17:15:14,50.6996,-127.4199,39.76,93,75,9.22
234,Quatre Cocos,MU,2021-12-11 17:15:15,-20.2078,57.7625,79.09,75,100,15.64
235,Tura,IN,2021-12-11 17:15:15,25.5198,90.2201,56.97,54,0,3.02
236,Aswan,EG,2021-12-11 17:15:15,24.0934,32.907,77.58,34,100,6.93
237,Nandu,CN,2021-12-11 17:15:16,22.8525,110.8233,68.04,63,62,2.33
238,Hanna,CA,2021-12-11 17:15:16,51.6334,-111.9018,32.72,74,24,10.0
239,Makakilo City,US,2021-12-11 17:15:16,21.3469,-158.0858,73.72,76,1,3.44
240,Narsaq,GL,2021-12-11 17:15:17,60.9167,-46.05,25.02,82,100,3.11
241,Xam Nua,LA,2021-12-11 17:15:17,20.4197,104.0439,58.42,93,99,2.08
242,Isangel,VU,2021-12-11 17:15:17,-19.55,169.2667,79.27,87,99,6.98
243,Bara,NG,2021-12-11 17:15:18,10.3744,10.7288,85.78,18,51,5.84
244,Presidencia Roque Saenz Pena,AR,2021-12-11 17:15:18,-26.7852,-60.4388,94.86,28,99,1.1
245,Balaghat,IN,2021-12-11 17:15:18,21.8,80.1833,62.4,43,0,6.31
246,Vanavara,RU,2021-12-11 17:15:18,60.34,102.2797,3.63,96,100,8.16
247,Pitimbu,BR,2021-12-11 17:11:01,-7.4706,-34.8086,88.39,61,13,11.79
248,Husavik,IS,2021-12-11 17:15:19,66.0449,-17.3389,42.71,84,99,14.32
249,Srandakan,ID,2021-12-11 17:15:20,-7.9386,110.2506,66.72,86,100,4.59
250,Indianola,US,2021-12-11 17:15:20,41.3581,-93.5574,35.85,76,61,16.62
251,Aykhal,RU,2021-12-11 17:15:20,66.0,111.5,-36.24,100,59,1.77
252,Kangaba,ML,2021-12-11 17:15:21,11.9333,-8.4167,93.25,10,100,3.27
253,San Jeronimo,PE,2021-12-11 17:15:21,-11.9472,-75.2829,65.01,40,23,1.97
254,Yashkul,RU,2021-12-11 17:15:21,46.1711,45.3435,35.38,74,69,5.82
255,Santa Ines,BR,2021-12-11 17:15:22,-3.6667,-45.38,87.91,56,89,5.03
256,Sterling,US,2021-12-11 17:10:35,39.0062,-77.4286,65.21,84,90,1.01
257,Xai-Xai,MZ,2021-12-11 17:15:22,-25.0519,33.6442,83.26,65,27,13.8
258,Clarksburg,US,2021-12-11 17:15:23,39.2807,-80.3445,64.13,86,90,14.97
259,Vanimo,PG,2021-12-11 17:15:23,-2.6741,141.3028,79.03,90,100,9.44
260,Kitimat,CA,2021-12-11 17:15:24,54.0524,-128.6534,33.91,32,100,1.01
261,Georgetown,MY,2021-12-11 17:15:20,5.4112,100.3354,81.9,74,20,1.01
262,Broome,US,2021-12-11 17:15:24,42.2506,-75.833,52.48,81,90,3.0
263,Kaduqli,SD,2021-12-11 17:15:24,11.0167,29.7167,84.43,22,43,8.66
264,Dali,CN,2021-12-11 17:15:25,25.7,100.1833,48.29,83,1,3.6
265,Ponta Delgada,PT,2021-12-11 17:15:25,37.7333,-25.6667,70.5,77,40,14.97
266,Nanortalik,GL,2021-12-11 17:15:25,60.1432,-45.2371,27.66,81,100,24.18
267,Mokhsogollokh,RU,2021-12-11 17:15:26,61.4681,128.9203,-15.45,100,100,1.61
268,Cabedelo,BR,2021-12-11 17:15:27,-6.9811,-34.8339,88.47,61,16,13.56
269,Belaya Gora,RU,2021-12-11 17:15:27,68.5333,146.4167,-45.11,92,97,1.14
270,Martapura,ID,2021-12-11 17:15:28,-3.4167,114.85,75.29,100,90,2.3
271,Avera,US,2021-12-11 17:15:28,33.194,-82.5271,71.44,80,99,14.56
272,Dunedin,NZ,2021-12-11 17:15:28,-45.8742,170.5036,49.8,63,30,5.01
273,Fortuna,US,2021-12-11 17:11:11,40.5982,-124.1573,51.66,70,90,4.0
274,Paraibano,BR,2021-12-11 17:15:29,-6.4331,-43.9836,86.36,65,76,2.01
275,Wilmington,US,2021-12-11 17:15:29,34.2257,-77.9447,78.71,73,40,12.66
276,Strezhevoy,RU,2021-12-11 17:15:29,60.7333,77.5889,6.78,93,97,12.97
277,Arman,RU,2021-12-11 17:16:30,59.7,150.1667,5.2,88,100,7.36
278,Aleksandrovskiy Zavod,RU,2021-12-11 17:16:31,50.9237,117.9374,-6.75,89,24,5.84
279,Umm Kaddadah,SD,2021-12-11 17:16:31,13.6017,26.6876,74.88,18,22,12.41
280,Kathu,TH,2021-12-11 17:16:31,7.9178,98.3332,76.82,76,19,12.68
281,Balagansk,RU,2021-12-11 17:16:32,54.0103,103.0544,5.22,96,98,5.86
282,Alofi,NU,2021-12-11 17:16:32,-19.0595,-169.9187,71.49,88,99,5.75
283,Oksfjord,NO,2021-12-11 17:16:32,70.2396,22.3479,32.92,75,21,6.49
284,Balangiga,PH,2021-12-11 17:16:33,11.1097,125.3875,79.03,91,93,9.75
285,Lorengau,PG,2021-12-11 17:16:33,-2.0226,147.2712,81.86,85,100,12.82
286,Laguna,US,2021-12-11 17:16:33,38.421,-121.4238,52.21,87,1,1.01
287,Chapais,CA,2021-12-11 17:16:34,49.7834,-74.8492,17.38,95,100,16.49
288,Thunder Bay,CA,2021-12-11 17:14:02,48.4001,-89.3168,30.56,68,98,3.0
289,Cabo San Lucas,MX,2021-12-11 17:16:34,22.8909,-109.9124,77.5,70,20,4.0
290,Huarmey,PE,2021-12-11 17:16:34,-10.0681,-78.1522,71.74,76,88,11.05
291,Wodonga,AU,2021-12-11 17:16:35,-36.1167,146.8833,57.2,78,15,3.0
292,Staroderevyankovskaya,RU,2021-12-11 17:16:36,46.1276,38.9674,41.23,74,46,10.02
293,Thompson,CA,2021-12-11 17:14:35,55.7435,-97.8558,-7.46,92,7,5.01
294,Gazojak,TM,2021-12-11 17:16:36,41.1875,61.4036,45.23,73,81,7.52
295,Hami,CN,2021-12-11 17:16:36,42.8,93.45,22.62,48,0,4.21
